#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-07T08:33:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56dd3cc3122a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb1-4}&key:source=J/A+A/552/A16/limb1-4&HTTPPRM:&
#-source=J/A+A/552/A16/limb1-4
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=Filt
#-out=Met
#-out=Mod
#-out=u
#-out=Merit
#Merit=Merit
#-out=a
#-out=b
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb1-4:
#Name: J/A+A/552/A16/limb1-4
#Title: 1- and 2-parameter limb-darkening coefficients for quasi-spherical PHOENIX models: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)}, (equations 2, 3 and 4)
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs] quasi-spherical PHOENIX model	[ucd=stat.param;meta.modelled]
#Column	u	(F8.4)	Linear limb darkening coefficient u (G2)	[ucd=pos.distance]
#Column	Merit	(a5)	Corresponding figure of merit	[ucd=meta.ref.url]
#Column	a	(F8.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F8.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	c	(F8.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F8.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F8.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F8.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
logg|Teff|Z|xi|Filt|Met|Mod|u|Merit|a|b|c|d|e|f
 5.00|  5900| 0.0| 2.0|y |L|qs|  0.6576|Merit|  0.5323|  0.1864|  0.3139|  0.5292|  0.7600|  0.1966
 5.50|  5900| 0.0| 2.0|y |L|qs|  0.6467|Merit|  0.5002|  0.2180|  0.2446|  0.6191|  0.7665|  0.2301
 3.00|  6000| 0.0| 2.0|y |L|qs|  0.6962|Merit|  0.5515|  0.2144|  0.2787|  0.6416|  0.8172|  0.2335
 3.50|  6000| 0.0| 2.0|y |L|qs|  0.6760|Merit|  0.5614|  0.1701|  0.3553|  0.4933|  0.7704|  0.1818
 4.00|  6000| 0.0| 2.0|y |L|qs|  0.6571|Merit|  0.5310|  0.1873|  0.3098|  0.5344|  0.7601|  0.1982
 4.50|  6000| 0.0| 2.0|y |L|qs|  0.6511|Merit|  0.5234|  0.1899|  0.3010|  0.5389|  0.7554|  0.2003
 5.00|  6000| 0.0| 2.0|y |L|qs|  0.6385|Merit|  0.4886|  0.2230|  0.2272|  0.6333|  0.7610|  0.2353
 5.50|  6000| 0.0| 2.0|y |L|qs|  0.6364|Merit|  0.4821|  0.2296|  0.2125|  0.6528|  0.7628|  0.2425
 3.00|  6100| 0.0| 2.0|y |L|qs|  0.6906|Merit|  0.5356|  0.2297|  0.2431|  0.6877|  0.8202|  0.2502
 3.50|  6100| 0.0| 2.0|y |L|qs|  0.6693|Merit|  0.5490|  0.1786|  0.3334|  0.5166|  0.7682|  0.1905
 4.00|  6100| 0.0| 2.0|y |L|qs|  0.6493|Merit|  0.5177|  0.1955|  0.2871|  0.5573|  0.7568|  0.2068
 4.50|  6100| 0.0| 2.0|y |L|qs|  0.6426|Merit|  0.5104|  0.1966|  0.2803|  0.5577|  0.7505|  0.2073
 5.00|  6100| 0.0| 2.0|y |L|qs|  0.6283|Merit|  0.4738|  0.2299|  0.2043|  0.6529|  0.7547|  0.2426
 5.50|  6100| 0.0| 2.0|y |L|qs|  0.6263|Merit|  0.4653|  0.2397|  0.1836|  0.6818|  0.7582|  0.2532
 3.00|  6200| 0.0| 2.0|y |L|qs|  0.6858|Merit|  0.5167|  0.2506|  0.1953|  0.7537|  0.8275|  0.2737
 3.50|  6200| 0.0| 2.0|y |L|qs|  0.6627|Merit|  0.5364|  0.1874|  0.3110|  0.5408|  0.7663|  0.1997
 4.00|  6200| 0.0| 2.0|y |L|qs|  0.6416|Merit|  0.5045|  0.2037|  0.2647|  0.5801|  0.7535|  0.2153
 4.50|  6200| 0.0| 2.0|y |L|qs|  0.6058|Merit|  0.4500|  0.2316|  0.1728|  0.6665|  0.7340|  0.2465
 5.00|  6200| 0.0| 2.0|y |L|qs|  0.6193|Merit|  0.4591|  0.2383|  0.1795|  0.6772|  0.7503|  0.2516
 5.50|  6200| 0.0| 2.0|y |L|qs|  0.6166|Merit|  0.4496|  0.2486|  0.1570|  0.7078|  0.7535|  0.2628
 3.00|  6300| 0.0| 2.0|y |L|qs|  0.6822|Merit|  0.4951|  0.2771|  0.1346|  0.8413|  0.8396|  0.3043
 3.50|  6300| 0.0| 2.0|y |L|qs|  0.6480|Merit|  0.4967|  0.2245|  0.2294|  0.6437|  0.7716|  0.2383
 4.00|  6300| 0.0| 2.0|y |L|qs|  0.6347|Merit|  0.4919|  0.2122|  0.2425|  0.6034|  0.7511|  0.2241
 4.50|  6300| 0.0| 2.0|y |L|qs|  0.5970|Merit|  0.4367|  0.2384|  0.1514|  0.6860|  0.7290|  0.2537
 5.00|  6300| 0.0| 2.0|y |L|qs|  0.6109|Merit|  0.4453|  0.2463|  0.1560|  0.7004|  0.7464|  0.2601
 5.50|  6300| 0.0| 2.0|y |L|qs|  0.6069|Merit|  0.4335|  0.2581|  0.1296|  0.7350|  0.7491|  0.2729
 3.00|  6400| 0.0| 2.0|y |L|qs|  0.6796|Merit|  0.4685|  0.3126|  0.0539|  0.9612|  0.8585|  0.3459
 3.50|  6400| 0.0| 2.0|y |L|qs|  0.6417|Merit|  0.4825|  0.2362|  0.2019|  0.6763|  0.7716|  0.2505
 4.00|  6400| 0.0| 2.0|y |L|qs|  0.6280|Merit|  0.4793|  0.2209|  0.2201|  0.6276|  0.7492|  0.2331
 4.50|  6400| 0.0| 2.0|y |L|qs|  0.5888|Merit|  0.4242|  0.2448|  0.1311|  0.7047|  0.7244|  0.2606
 5.00|  6400| 0.0| 2.0|y |L|qs|  0.6030|Merit|  0.4338|  0.2518|  0.1380|  0.7160|  0.7415|  0.2659
 5.50|  6400| 0.0| 2.0|y |L|qs|  0.5787|Merit|  0.3993|  0.2670|  0.0799|  0.7682|  0.7267|  0.2841
 3.00|  6500| 0.0| 2.0|y |L|qs|  0.6779|Merit|  0.4400|  0.3519| -0.0334|  1.0923|  0.8802|  0.3916
 3.50|  6500| 0.0| 2.0|y |L|qs|  0.6356|Merit|  0.4676|  0.2492|  0.1720|  0.7128|  0.7726|  0.2641
 4.00|  6500| 0.0| 2.0|y |L|qs|  0.6216|Merit|  0.4666|  0.2302|  0.1969|  0.6534|  0.7478|  0.2428
 4.50|  6500| 0.0| 2.0|y |L|qs|  0.5815|Merit|  0.4129|  0.2506|  0.1129|  0.7213|  0.7202|  0.2667
 5.00|  6500| 0.0| 2.0|y |L|qs|  0.5958|Merit|  0.4206|  0.2606|  0.1140|  0.7417|  0.7392|  0.2754
 5.50|  6500| 0.0| 2.0|y |L|qs|  0.5698|Merit|  0.3866|  0.2727|  0.0600|  0.7851|  0.7211|  0.2903
 3.00|  6600| 0.0| 2.0|y |L|qs|  0.6776|Merit|  0.4094|  0.3967| -0.1336|  1.2455|  0.9071|  0.4445
 3.50|  6600| 0.0| 2.0|y |L|qs|  0.6297|Merit|  0.4522|  0.2632|  0.1402|  0.7526|  0.7743|  0.2790
 4.00|  6600| 0.0| 2.0|y |L|qs|  0.6157|Merit|  0.4537|  0.2406|  0.1720|  0.6826|  0.7475|  0.2538
 4.50|  6600| 0.0| 2.0|y |L|qs|  0.5746|Merit|  0.4020|  0.2566|  0.0949|  0.7384|  0.7166|  0.2731
 5.00|  6600| 0.0| 2.0|y |L|qs|  0.5888|Merit|  0.4091|  0.2672|  0.0945|  0.7609|  0.7359|  0.2825
 5.50|  6600| 0.0| 2.0|y |L|qs|  0.5617|Merit|  0.3751|  0.2778|  0.0422|  0.8001|  0.7158|  0.2958
 3.00|  6700| 0.0| 2.0|y |L|qs|  0.6774|Merit|  0.3720|  0.4516| -0.2541|  1.4301|  0.9400|  0.5088
 3.50|  6700| 0.0| 2.0|y |L|qs|  0.6238|Merit|  0.4357|  0.2788|  0.1052|  0.7971|  0.7769|  0.2955
 4.00|  6700| 0.0| 2.0|y |L|qs|  0.6096|Merit|  0.4402|  0.2515|  0.1459|  0.7133|  0.7473|  0.2652
 4.50|  6700| 0.0| 2.0|y |L|qs|  0.5685|Merit|  0.3916|  0.2629|  0.0770|  0.7564|  0.7140|  0.2798
 5.00|  6700| 0.0| 2.0|y |L|qs|  0.5822|Merit|  0.3982|  0.2737|  0.0757|  0.7797|  0.7329|  0.2895
 5.50|  6700| 0.0| 2.0|y |L|qs|  0.5545|Merit|  0.3647|  0.2824|  0.0260|  0.8139|  0.7112|  0.3008
 3.00|  6800| 0.0| 2.0|y |L|qs|  0.6768|Merit|  0.3375|  0.5015| -0.3620|  1.5945|  0.9690|  0.5665
 3.50|  6800| 0.0| 2.0|y |L|qs|  0.6184|Merit|  0.4185|  0.2963|  0.0670|  0.8475|  0.7811|  0.3141
 4.00|  6800| 0.0| 2.0|y |L|qs|  0.6038|Merit|  0.4266|  0.2631|  0.1186|  0.7465|  0.7480|  0.2776
 4.50|  6800| 0.0| 2.0|y |L|qs|  0.5946|Merit|  0.4263|  0.2501|  0.1347|  0.7078|  0.7316|  0.2634
 5.00|  6800| 0.0| 2.0|y |L|qs|  0.5757|Merit|  0.3879|  0.2794|  0.0587|  0.7961|  0.7296|  0.2955
 5.50|  6800| 0.0| 2.0|y |L|qs|  0.5471|Merit|  0.3551|  0.2857|  0.0123|  0.8236|  0.7057|  0.3044
 3.00|  6900| 0.0| 2.0|y |L|qs|  0.6814|Merit|  0.3137|  0.5433| -0.4489|  1.7345|  0.9987|  0.6154
 3.50|  6900| 0.0| 2.0|y |L|qs|  0.6127|Merit|  0.4009|  0.3139|  0.0282|  0.8983|  0.7851|  0.3329
 4.00|  6900| 0.0| 2.0|y |L|qs|  0.5978|Merit|  0.4124|  0.2754|  0.0900|  0.7812|  0.7487|  0.2905
 4.50|  6900| 0.0| 2.0|y |L|qs|  0.5885|Merit|  0.4139|  0.2595|  0.1112|  0.7345|  0.7306|  0.2733
 5.00|  6900| 0.0| 2.0|y |L|qs|  0.5694|Merit|  0.3776|  0.2853|  0.0412|  0.8131|  0.7265|  0.3018
 5.50|  6900| 0.0| 2.0|y |L|qs|  0.5402|Merit|  0.3463|  0.2884|  0.0001|  0.8317|  0.7003|  0.3073
 3.00|  7000| 0.0| 2.0|y |L|qs|  0.6767|Merit|  0.2694|  0.6014| -0.5755|  1.9212|  1.0279|  0.6817
 3.50|  7000| 0.0| 2.0|y |L|qs|  0.6068|Merit|  0.3821|  0.3329| -0.0139|  0.9537|  0.7897|  0.3534
 4.00|  7000| 0.0| 2.0|y |L|qs|  0.5917|Merit|  0.3972|  0.2887|  0.0591|  0.8192|  0.7498|  0.3046
 4.50|  7000| 0.0| 2.0|y |L|qs|  0.5825|Merit|  0.4011|  0.2695|  0.0865|  0.7633|  0.7302|  0.2840
 5.00|  7000| 0.0| 2.0|y |L|qs|  0.5632|Merit|  0.3673|  0.2912|  0.0238|  0.8303|  0.7236|  0.3082
 5.50|  7000| 0.0| 2.0|y |L|qs|  0.5340|Merit|  0.3380|  0.2917| -0.0121|  0.8410|  0.6959|  0.3108
 3.00|  7200| 0.0| 2.0|y |L|qs|  0.6751|Merit|  0.2036|  0.6960| -0.7748|  2.2240|  1.0815|  0.7894
 3.50|  7200| 0.0| 2.0|y |L|qs|  0.5948|Merit|  0.3427|  0.3733| -0.1040|  1.0735|  0.8002|  0.3972
 4.00|  7200| 0.0| 2.0|y |L|qs|  0.5790|Merit|  0.3654|  0.3171| -0.0071|  0.9014|  0.7529|  0.3350
 4.50|  7200| 0.0| 2.0|y |L|qs|  0.5701|Merit|  0.3743|  0.2910|  0.0339|  0.8253|  0.7297|  0.3069
 5.00|  7200| 0.0| 2.0|y |L|qs|  0.5509|Merit|  0.3454|  0.3056| -0.0158|  0.8725|  0.7194|  0.3237
 5.50|  7200| 0.0| 2.0|y |L|qs|  0.5232|Merit|  0.3218|  0.2998| -0.0382|  0.8645|  0.6896|  0.3195
 3.00|  7400| 0.0| 2.0|y |L|qs|  0.6690|Merit|  0.1391|  0.7819| -0.9577|  2.4948|  1.1251|  0.8865
 3.50|  7400| 0.0| 2.0|y |L|qs|  0.5821|Merit|  0.3010|  0.4160| -0.2017|  1.2038|  0.8118|  0.4444
 4.00|  7400| 0.0| 2.0|y |L|qs|  0.5652|Merit|  0.3314|  0.3469| -0.0779|  0.9889|  0.7557|  0.3672
 4.50|  7400| 0.0| 2.0|y |L|qs|  0.5571|Merit|  0.3454|  0.3147| -0.0240|  0.8942|  0.7299|  0.3324
 5.00|  7400| 0.0| 2.0|y |L|qs|  0.5386|Merit|  0.3215|  0.3229| -0.0613|  0.9234|  0.7168|  0.3424
 5.50|  7400| 0.0| 2.0|y |L|qs|  0.5312|Merit|  0.3164|  0.3195| -0.0632|  0.9152|  0.7078|  0.3391
 3.00|  7600| 0.0| 2.0|y |L|qs|  0.6687|Merit|  0.0923|  0.8502| -1.0995|  2.7114|  1.1645|  0.9640
 3.50|  7600| 0.0| 2.0|y |L|qs|  0.5683|Merit|  0.2591|  0.4575| -0.3015|  1.3357|  0.8222|  0.4915
 4.00|  7600| 0.0| 2.0|y |L|qs|  0.5509|Merit|  0.2971|  0.3764| -0.1498|  1.0772|  0.7579|  0.3994
 4.50|  7600| 0.0| 2.0|y |L|qs|  0.5435|Merit|  0.3152|  0.3391| -0.0848|  0.9667|  0.7300|  0.3589
 5.00|  7600| 0.0| 2.0|y |L|qs|  0.5252|Merit|  0.2961|  0.3405| -0.1091|  0.9764|  0.7134|  0.3617
 5.50|  7600| 0.0| 2.0|y |L|qs|  0.5190|Merit|  0.2951|  0.3330| -0.1018|  0.9558|  0.7033|  0.3539
 3.00|  7800| 0.0| 2.0|y |L|qs|  0.6237|Merit| -0.0339|  0.9699| -1.4075|  3.1146|  1.1920|  1.1051
 3.50|  7800| 0.0| 2.0|y |L|qs|  0.5594|Merit|  0.2090|  0.5182| -0.4502|  1.5500|  0.8509|  0.5647
 4.00|  7800| 0.0| 2.0|y |L|qs|  0.5359|Merit|  0.2634|  0.4040| -0.2200|  1.1619|  0.7587|  0.4301
 4.50|  7800| 0.0| 2.0|y |L|qs|  0.5287|Merit|  0.2838|  0.3637| -0.1477|  1.0406|  0.7292|  0.3859
 5.00|  7800| 0.0| 2.0|y |L|qs|  0.5116|Merit|  0.2700|  0.3591| -0.1596|  1.0331|  0.7104|  0.3822
 5.50|  7800| 0.0| 2.0|y |L|qs|  0.5062|Merit|  0.2725|  0.3476| -0.1434|  1.0001|  0.6988|  0.3700
 3.00|  8000| 0.0| 2.0|y |L|qs|  0.6299|Merit| -0.0490|  1.0011| -1.4722|  3.2230|  1.2174|  1.1429
 3.50|  8000| 0.0| 2.0|y |L|qs|  0.5523|Merit|  0.1659|  0.5714| -0.5848|  1.7457|  0.8778|  0.6305
 4.00|  8000| 0.0| 2.0|y |L|qs|  0.5208|Merit|  0.2328|  0.4268| -0.2823|  1.2344|  0.7569|  0.4560
 4.50|  8000| 0.0| 2.0|y |L|qs|  0.5134|Merit|  0.2534|  0.3861| -0.2077|  1.1093|  0.7266|  0.4107
 5.00|  8000| 0.0| 2.0|y |L|qs|  0.4966|Merit|  0.2434|  0.3764| -0.2096|  1.0869|  0.7055|  0.4016
 5.50|  8000| 0.0| 2.0|y |L|qs|  0.4926|Merit|  0.2488|  0.3626| -0.1871|  1.0465|  0.6939|  0.3867
 3.00|  8200| 0.0| 2.0|y |L|qs|  0.6620|Merit|  0.0131|  0.9568| -1.3536|  3.0901|  1.2246|  1.0946
 3.50|  8200| 0.0| 2.0|y |L|qs|  0.5506|Merit|  0.1487|  0.5942| -0.6508|  1.8443|  0.8922|  0.6620
 4.00|  8200| 0.0| 2.0|y |L|qs|  0.5077|Merit|  0.2105|  0.4404| -0.3256|  1.2805|  0.7521|  0.4721
 4.50|  8200| 0.0| 2.0|y |L|qs|  0.4727|Merit|  0.2096|  0.3905| -0.2667|  1.1372|  0.6901|  0.4189
 5.00|  8200| 0.0| 2.0|y |L|qs|  0.4810|Merit|  0.2169|  0.3925| -0.2584|  1.1379|  0.6994|  0.4198
 5.50|  8200| 0.0| 2.0|y |L|qs|  0.4783|Merit|  0.2249|  0.3769| -0.2307|  1.0915|  0.6880|  0.4028
 3.00|  8400| 0.0| 2.0|y |L|qs|  0.6634|Merit|  0.0043|  0.9716| -1.3943|  3.1546|  1.2367|  1.1156
 3.50|  8400| 0.0| 2.0|y |L|qs|  0.5572|Merit|  0.1544|  0.5956| -0.6726|  1.8879|  0.9040|  0.6721
 4.00|  8400| 0.0| 2.0|y |L|qs|  0.4975|Merit|  0.1988|  0.4424| -0.3441|  1.2931|  0.7437|  0.4758
 4.50|  8400| 0.0| 2.0|y |L|qs|  0.4615|Merit|  0.1915|  0.4007| -0.2994|  1.1702|  0.6849|  0.4306
 5.00|  8400| 0.0| 2.0|y |L|qs|  0.4656|Merit|  0.1939|  0.4038| -0.2981|  1.1754|  0.6908|  0.4330
 5.50|  8400| 0.0| 2.0|y |L|qs|  0.4634|Merit|  0.2017|  0.3892| -0.2715|  1.1314|  0.6804|  0.4169
 3.00|  8600| 0.0| 2.0|y |L|qs|  0.6637|Merit| -0.0124|  0.9967| -1.4496|  3.2397|  1.2523|  1.1455
 3.50|  8600| 0.0| 2.0|y |L|qs|  0.5650|Merit|  0.1818|  0.5665| -0.6298|  1.8340|  0.8991|  0.6476
 4.00|  8600| 0.0| 2.0|y |L|qs|  0.4951|Merit|  0.2110|  0.4208| -0.3096|  1.2363|  0.7300|  0.4539
 4.50|  8600| 0.0| 2.0|y |L|qs|  0.4530|Merit|  0.1805|  0.4043| -0.3169|  1.1838|  0.6787|  0.4352
 5.00|  8600| 0.0| 2.0|y |L|qs|  0.4509|Merit|  0.1744|  0.4107| -0.3291|  1.2002|  0.6804|  0.4415
 5.50|  8600| 0.0| 2.0|y |L|qs|  0.4481|Merit|  0.1801|  0.3986| -0.3075|  1.1633|  0.6710|  0.4281
 3.00|  8800| 0.0| 2.0|y |L|qs|  0.6581|Merit| -0.0474|  1.0401| -1.5452|  3.3778|  1.2721|  1.1949
 3.50|  8800| 0.0| 2.0|y |L|qs|  0.5607|Merit|  0.1676|  0.5811| -0.6770|  1.8998|  0.9055|  0.6684
 4.00|  8800| 0.0| 2.0|y |L|qs|  0.4965|Merit|  0.2596|  0.3509| -0.1807|  1.0405|  0.6935|  0.3806
 4.50|  8800| 0.0| 2.0|y |L|qs|  0.4532|Merit|  0.2075|  0.3646| -0.2405|  1.0666|  0.6566|  0.3922
 5.00|  8800| 0.0| 2.0|y |L|qs|  0.4376|Merit|  0.1977|  0.3564| -0.2388|  1.0408|  0.6367|  0.3829
 5.50|  8800| 0.0| 2.0|y |L|qs|  0.4308|Merit|  0.1997|  0.3437| -0.2207|  1.0029|  0.6229|  0.3690
 3.00|  9000| 0.0| 2.0|y |L|qs|  0.6565|Merit| -0.0785|  1.0835| -1.6343|  3.5116|  1.2954|  1.2435
 3.50|  9000| 0.0| 2.0|y |L|qs|  0.5571|Merit|  0.1454|  0.6085| -0.7463|  2.0007|  0.9194|  0.7024
 4.00|  9000| 0.0| 2.0|y |L|qs|  0.4952|Merit|  0.2632|  0.3436| -0.1681|  1.0191|  0.6880|  0.3727
 4.50|  9000| 0.0| 2.0|y |L|qs|  0.4529|Merit|  0.2201|  0.3453| -0.2066|  1.0141|  0.6460|  0.3724
 5.00|  9000| 0.0| 2.0|y |L|qs|  0.4266|Merit|  0.1911|  0.3499| -0.2391|  1.0243|  0.6223|  0.3765
 5.50|  9000| 0.0| 2.0|y |L|qs|  0.4172|Merit|  0.1874|  0.3417| -0.2322|  0.9995|  0.6084|  0.3674
 3.00|  9200| 0.0| 2.0|y |L|qs|  0.6575|Merit| -0.1091|  1.1299| -1.7244|  3.6511|  1.3226|  1.2947
 3.50|  9200| 0.0| 2.0|y |L|qs|  0.5526|Merit|  0.1144|  0.6476| -0.8415|  2.1396|  0.9393|  0.7499
 4.00|  9200| 0.0| 2.0|y |L|qs|  0.4916|Merit|  0.2732|  0.3234| -0.1393|  0.9693|  0.6743|  0.3531
 4.50|  9200| 0.0| 2.0|y |L|qs|  0.4642|Merit|  0.2540|  0.3118| -0.1336|  0.9192|  0.6389|  0.3370
 5.00|  9200| 0.0| 2.0|y |L|qs|  0.4214|Merit|  0.1905|  0.3429| -0.2323|  1.0058|  0.6133|  0.3694
 5.50|  9200| 0.0| 2.0|y |L|qs|  0.4070|Merit|  0.1777|  0.3410| -0.2424|  0.9996|  0.5980|  0.3672
 3.00|  9400| 0.0| 2.0|y |L|qs|  0.6612|Merit| -0.1411|  1.1823| -1.8206|  3.8041|  1.3554|  1.3515
 3.50|  9400| 0.0| 2.0|y |L|qs|  0.5498|Merit|  0.0860|  0.6854| -0.9307|  2.2723|  0.9601|  0.7955
 4.00|  9400| 0.0| 2.0|y |L|qs|  0.4874|Merit|  0.2681|  0.3247| -0.1464|  0.9737|  0.6708|  0.3546
 4.50|  9400| 0.0| 2.0|y |L|qs|  0.4616|Merit|  0.2528|  0.3097| -0.1308|  0.9109|  0.6349|  0.3342
 5.00|  9400| 0.0| 2.0|y |L|qs|  0.4230|Merit|  0.2021|  0.3280| -0.2035|  0.9638|  0.6068|  0.3538
 5.50|  9400| 0.0| 2.0|y |L|qs|  0.3992|Merit|  0.1726|  0.3369| -0.2435|  0.9893|  0.5882|  0.3632
 3.00|  9600| 0.0| 2.0|y |L|qs|  0.6677|Merit| -0.1741|  1.2405| -1.9213|  3.9684|  1.3936|  1.4134
 3.50|  9600| 0.0| 2.0|y |L|qs|  0.5490|Merit|  0.0570|  0.7272| -1.0253|  2.4163|  0.9849|  0.8453
 4.00|  9600| 0.0| 2.0|y |L|qs|  0.4782|Merit|  0.2551|  0.3303| -0.1688|  0.9939|  0.6652|  0.3615
 4.50|  9600| 0.0| 2.0|y |L|qs|  0.4594|Merit|  0.2650|  0.2884| -0.0974|  0.8561|  0.6217|  0.3130
 5.00|  9600| 0.0| 2.0|y |L|qs|  0.4349|Merit|  0.2345|  0.2976| -0.1352|  0.8771|  0.6020|  0.3216
 5.50|  9600| 0.0| 2.0|y |L|qs|  0.3955|Merit|  0.1729|  0.3310| -0.2367|  0.9731|  0.5813|  0.3570
 3.00|  9800| 0.0| 2.0|y |L|qs|  0.6762|Merit| -0.2075|  1.3020| -2.0232|  4.1372|  1.4350|  1.4778
 3.50|  9800| 0.0| 2.0|y |L|qs|  0.5508|Merit|  0.0227|  0.7804| -1.1419|  2.5979|  1.0193|  0.9085
 4.00|  9800| 0.0| 2.0|y |L|qs|  0.4715|Merit|  0.2441|  0.3368| -0.1901|  1.0164|  0.6625|  0.3693
 4.50|  9800| 0.0| 2.0|y |L|qs|  0.4600|Merit|  0.2698|  0.2821| -0.0844|  0.8370|  0.6187|  0.3061
 5.00|  9800| 0.0| 2.0|y |L|qs|  0.4394|Merit|  0.2485|  0.2835| -0.1028|  0.8342|  0.5984|  0.3060
 5.50|  9800| 0.0| 2.0|y |L|qs|  0.3964|Merit|  0.1797|  0.3222| -0.2195|  0.9480|  0.5773|  0.3478
 3.00| 10000| 0.0| 2.0|y |L|qs|  0.6865|Merit| -0.2406|  1.3658| -2.1230|  4.3057|  1.4787|  1.5431
 3.50| 10000| 0.0| 2.0|y |L|qs|  0.5534|Merit| -0.0100|  0.8325| -1.2534|  2.7729|  1.0534|  0.9697
 4.00| 10000| 0.0| 2.0|y |L|qs|  0.4656|Merit|  0.2326|  0.3450| -0.2146|  1.0449|  0.6616|  0.3791
 4.50| 10000| 0.0| 2.0|y |L|qs|  0.4504|Merit|  0.2579|  0.2856| -0.1018|  0.8491|  0.6113|  0.3103
 5.00| 10000| 0.0| 2.0|y |L|qs|  0.4404|Merit|  0.2534|  0.2777| -0.0907|  0.8171|  0.5961|  0.2998
 5.50| 10000| 0.0| 2.0|y |L|qs|  0.4038|Merit|  0.1997|  0.3035| -0.1770|  0.8940|  0.5744|  0.3278
 3.00|  5000| 0.0| 2.0|U |L|qs|  0.9625|Merit|  1.1499| -0.2779|  1.4497| -0.7490|  0.8151| -0.2844
 3.50|  5000| 0.0| 2.0|U |L|qs|  0.9239|Merit|  1.1121| -0.2794|  1.4165| -0.7578|  0.7750| -0.2869
 4.00|  5000| 0.0| 2.0|U |L|qs|  0.8787|Merit|  1.0494| -0.2537|  1.3252| -0.6871|  0.7434| -0.2602
 4.50|  5000| 0.0| 2.0|U |L|qs|  0.8345|Merit|  0.9871| -0.2269|  1.2305| -0.6096|  0.7140| -0.2315
 5.00|  5000| 0.0| 2.0|U |L|qs|  0.7888|Merit|  0.9078| -0.1770|  1.0931| -0.4685|  0.6956| -0.1790
 5.50|  5000| 0.0| 2.0|U |L|qs|  0.7325|Merit|  0.8008| -0.1016|  0.8978| -0.2545|  0.6807| -0.0994
 3.00|  5100| 0.0| 2.0|U |L|qs|  0.9594|Merit|  1.1292| -0.2517|  1.4021| -0.6805|  0.8257| -0.2581
 3.50|  5100| 0.0| 2.0|U |L|qs|  0.9242|Merit|  1.0951| -0.2538|  1.3754| -0.6941|  0.7881| -0.2620
 4.00|  5100| 0.0| 2.0|U |L|qs|  0.8878|Merit|  1.0577| -0.2525|  1.3359| -0.6895|  0.7525| -0.2603
 4.50|  5100| 0.0| 2.0|U |L|qs|  0.8478|Merit|  1.0070| -0.2368|  1.2651| -0.6424|  0.7214| -0.2430
 5.00|  5100| 0.0| 2.0|U |L|qs|  0.8033|Merit|  0.9327| -0.1925|  1.1388| -0.5166|  0.7011| -0.1963
 5.50|  5100| 0.0| 2.0|U |L|qs|  0.7486|Merit|  0.8307| -0.1222|  0.9536| -0.3157|  0.6851| -0.1218
 3.00|  5200| 0.0| 2.0|U |L|qs|  0.9525|Merit|  1.1015| -0.2209|  1.3418| -0.5984|  0.8350| -0.2268
 3.50|  5200| 0.0| 2.0|U |L|qs|  0.9235|Merit|  1.0795| -0.2317|  1.3380| -0.6377|  0.7988| -0.2401
 4.00|  5200| 0.0| 2.0|U |L|qs|  0.8936|Merit|  1.0560| -0.2412|  1.3252| -0.6642|  0.7637| -0.2500
 4.50|  5200| 0.0| 2.0|U |L|qs|  0.8590|Merit|  1.0192| -0.2381|  1.2826| -0.6520|  0.7311| -0.2458
 5.00|  5200| 0.0| 2.0|U |L|qs|  0.8171|Merit|  0.9523| -0.2012|  1.1720| -0.5465|  0.7094| -0.2067
